Region,Household Unique Sequential Number,2010Urban-RuralFIES,Final Weight Based on Projection (provincial projections),Survey Month,Survey Year,Psu Number,Replicate,Household Size,C101-Line Number,C03-Relationship to Household Head,C04-Sex,C05-Age as of Last Birthday,C06-Marital Status,C07-Highest Grade Completed,C08-Currently Attending School,C09-Graduate of technical/vocational course,C09a - Currently Attending Non-formal Training for Skills Development,C10-Overseas Filipino Indicator,C11-Work Indicator,C12-Job Indicator,C14-Primary Occupation,C16-Kind of Business (Primary Occupation),C17-Nature of Employment (Primary Occupation),C18-Normal Working Hours per Day,C19-Total Number of Hours Worked during the past week,C20-Want More Hours of Work,C21-Look for Additional Work,C22-First Time to Work,C23-Class of Worker (Primary Occupation),C24-Basis of Payment (Primary Occupation),C25-Basic Pay per Day (Primary Occupation),C26-Other Job Indicator,C27-Number of Jobs during the past week,C28-Total Hours Worked for all Jobs,C29-Reasons for Working More than 48 Hours during the past week,C30-Looked for Work or Tried to Establish Business during the past week,C31-First Time to Look for Work,C32-Job Search Method,C33-Number of Weeks Spent in Looking for Work,C34-Reason for not Looking for Work,C35-When Last Looked for Work,C36-Available for Work,C37-Willingness to take up work during the past week or within two weeks,C38-Previous Job Indicator,C40-Previous Occupation,C41-Did work or had a job during the past quarter,C43-Kind of Business (past quarter),"New Employment Criteria (jul 05, 2005)",,,,,,
9,21397,,222.9977,1,2021,40,16,6,3,3,2,22,1,60003,1,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,1,,,,,
13,32393,,538.4824,1,2021,373,12,6,6,3,2,7,1,2000,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
14,36724,,91.9083,1,2021,86,25,4,3,5,1,33,2,24012,,2,2,5,1,,93,41,1,8,48,2,2,2,1,3,350,2,,48,,,,,,,,,,,,1,41,1,2,,,,,
10,23121,,354.1622,1,2021,91,87,3,2,2,2,62,2,10018,,2,2,5,7,3,,,,,,,,,,,,,,,,2,,,,0,,1,1,1,51,1,96,2,2,,,,,
14,37462,,161.0316,1,2021,115,12,11,10,6,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
7,16388,,899.6975,1,2021,947,88,1,1,1,1,45,1,10012,,2,2,5,1,,61,1,1,4,8,2,2,2,3,,,2,,8,25,,,,,,,,,,,1,1,1,2,,,,,
15,38845,,761.4835,1,2021,552,87,5,2,2,2,48,2,10011,,2,2,5,1,,92,1,1,3,15,2,2,2,6,,,2,,15,20,,,,,,,,,,,1,1,1,2,,,,,
4,7067,,1767.2532,1,2021,604,87,4,1,1,1,37,2,24015,,2,2,5,1,,71,41,1,8,40,2,2,2,1,3,550,2,,40,,,,,,,,,,,,1,41,1,1,,,,,
6,12173,,331.94,1,2021,422,87,7,2,3,2,23,1,60111,2,2,2,5,1,,52,47,1,8,56,2,2,2,1,4,76,2,,56,11,,,,,,,,,,,1,47,1,1,,,,,
12,26599,,789.1079,1,2021,801,86,5,4,3,1,18,1,34011,1,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,2,,,,,
12,27895,,474.6335,1,2021,536,85,7,4,3,1,16,1,0,2,2,2,5,1,,92,1,2,6,18,2,2,2,6,,,2,,18,30,,,,,,,,,,,2,,1,2,,,,,
8,19653,,88.4522,1,2021,85,10,5,2,2,2,50,2,70111,,2,2,5,1,,23,85,1,8,40,2,2,2,2,4,891,2,,40,,,,,,,,,,,,1,85,1,1,,,,,
2,2437,,1435.6887,1,2021,275,87,3,3,3,2,10,1,10013,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
9,21047,,281.0407,1,2021,523,88,4,4,3,1,21,1,24013,2,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,3,,2,2,2,,,,3,2,,,,,
12,27375,,623.091,1,2021,509,87,3,2,3,2,21,1,60001,1,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,1,,,,,
8,18871,,335.7354,1,2021,239,88,5,4,3,1,9,1,10012,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
8,17658,,1129.6702,1,2021,526,86,5,1,1,2,42,2,24015,,2,2,5,1,,91,96,2,6,24,2,1,2,0,3,150,2,,24,20,,,,,,,,,,,2,,1,2,,,,,
14,36417,,140.4581,1,2021,159,28,7,5,3,2,13,1,24011,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,2600,,706.4371,1,2021,1219,88,6,2,2,2,66,2,24011,,1,2,5,7,2,,,,,,,,,,,,,,,,2,,,,7,,,,1,92,2,,3,1,,,,,
11,102198,,46.762,1,2022,121,1,5,5,6,1,11,1,0,2,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
10,93127,,116.1704,1,2022,603,99,3,3,3,1,52,1,60111,,2,2,5,1,,23,85,1,8,40,2,2,2,2,4,1400,2,,40,,,,,,,,,,,,,,1,2,1,4318,,,
15,150713,,139.2911,1,2022,187,34,4,3,3,1,18,1,24012,1,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,1,,,,,
12,109215,,79.1968,1,2022,58,20,6,4,3,2,24,1,60111,2,2,2,5,1,,23,85,1,8,32,2,2,2,2,4,1115,2,,32,20,,,,,,,,,,,,,1,1,1,8001,,,
13,115539,,71.9458,1,2022,346,15,7,1,1,1,56,2,24015,,2,2,5,1,,54,80,1,8,48,2,2,2,1,3,537,2,,48,,,,,,,,,,,,,,1,1,1,7401,,,
9,79360,,148.0832,1,2022,510,19,4,2,2,2,30,2,10018,,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,7,,,,1,,,47,3,1,,,2009,99,93
3,24248,,34.7175,1,2022,11,16,5,2,2,2,51,2,40913,,2,2,5,1,,94,56,1,4,28,1,2,2,6,,,2,,28,30,,,,,,,,,,,,,1,1,1,7107,,,
13,132015,,144.6266,1,2022,321,35,1,1,1,1,35,2,60111,,2,2,5,1,,25,61,1,8,40,2,2,2,1,3,800,2,,40,,,,,,,,,,,,,,1,1,2,7604,,,
15,150102,,216.4015,1,2022,378,95,6,3,3,2,26,1,24015,,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,7,,,,2,,,,3,1,,,,,
12,108442,,124.432,1,2022,297,103,9,9,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
9,77296,,115.6502,1,2022,436,104,5,4,6,1,16,1,24013,1,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,2,,,,,
3,22049,,213.1877,1,2022,1043,110,5,1,1,1,39,2,24015,,2,2,5,1,,91,35,1,9,54,2,2,2,1,4,450,2,,54,12,,,,,,,,,,,,,1,2,1,6916,,,
17,165145,,207.0635,1,2022,15,98,2,2,3,1,32,2,60111,,2,2,5,1,,51,56,2,8,40,2,2,2,1,4,272,2,,40,,,,,,,,,,,,,,1,1,1,5205,,,
10,92221,,66.0019,1,2022,223,32,6,3,5,1,41,2,24015,,1,2,5,1,,83,52,1,8,48,2,2,2,1,3,508,2,,48,,,,,,,,,,,,,,1,1,1,4305,,,
3,21807,,281.2203,1,2022,481,94,4,3,3,1,38,1,60914,,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,0,,1,1,1,,,47,2,2,,,2021,7,52
14,139134,,54.5163,1,2022,348,26,4,1,1,1,72,2,10012,,2,2,5,1,,61,1,1,4,28,2,2,2,3,,,2,,28,20,,,,,,,,,,,,,1,2,1,1106,,,
10,90500,,110.9429,1,2022,712,103,4,4,8,1,23,1,24011,2,2,2,5,1,,92,1,1,8,48,2,2,2,1,6,,2,,48,,,,,,,,,,,,,,1,2,1,4301,,,
14,140912,,45.4328,1,2022,157,16,4,2,2,2,34,2,60913,,2,2,5,1,,32,86,1,8,48,2,2,2,2,3,750,2,,48,,,,,,,,,,,,,,1,2,1,3909,,,
12,111000,,106.2101,1,2022,62,3,5,1,1,1,30,2,10011,,2,2,5,1,,83,49,1,8,48,2,2,2,3,,,2,,48,,,,,,,,,,,,,,1,1,1,9804,,,
9,82434,,106.6374,1,2022,180,2,3,3,3,1,17,1,35013,1,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,2,,,,,
13,115208,,86.2803,1,2022,6,13,6,6,3,2,7,1,2000,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
3,26761,,41.4658,1,2022,202,26,5,2,2,2,26,2,24015,,2,2,5,1,,52,47,3,8,56,2,2,2,1,4,120,2,,56,12,,,,,,,,,,,,,1,2,1,7708,,,
5,40402,,48.2345,1,2022,70,20,3,1,1,2,85,2,10018,,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,61,,,,1,,,1,3,2,,,1997,6,61
12,111501,,54.0777,1,2022,55,4,4,4,3,2,10,1,10014,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
15,146614,,59.5004,1,2022,7,2,7,3,5,1,22,2,10018,2,2,2,5,1,,61,1,1,6,36,2,2,2,3,,,2,,36,20,,,,,,,,,,,,,1,2,1,706,,,
10,93394,,150.9817,1,2022,448,93,5,1,1,1,50,2,24015,,2,2,5,1,,83,49,1,6,36,2,2,2,3,,,2,,36,31,,,,,,,,,,,,,1,1,4,4324,,,
14,138276,,45.6258,1,2022,19,13,7,2,2,2,46,2,24015,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
9,82503,,88.8398,1,2022,499,95,3,3,3,2,14,1,24011,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
14,137715,,68.5961,1,2022,224,7,5,2,2,2,42,2,60099,,2,2,5,2,3,,,,,,,,,,,,,,,,2,,,,0,,2,2,1,,,47,3,1,,,2010,99,52
5,38375,,87.7128,1,2022,67,17,2,2,3,1,23,1,24015,2,2,2,5,1,,83,8,1,8,48,2,2,2,1,3,600,2,,48,,,,,,,,,,,,,,1,2,1,1610,,,
11,97237,,149.8778,1,2022,231,6,2,2,2,2,75,2,24015,,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,61,,,,2,,,,3,1,,,,,
2,10943,,82.2831,1,2022,94,28,6,4,3,1,35,2,24015,,2,2,5,1,,75,47,1,10,70,2,2,2,1,3,300,2,,70,12,,,,,,,,,,,,,1,2,1,5005,,,
3,26082,,28.5288,1,2022,128,7,6,2,2,2,58,2,24015,,1,2,5,1,,52,47,1,6,30,2,2,2,3,,,2,,30,20,,,,,,,,,,,,,1,1,1,7705,,,
6,51586,,317.275,1,2022,831,108,8,1,1,1,44,2,10015,,2,2,5,1,,61,1,1,1,2,1,1,2,3,,,1,4,35,20,,,,,,,,,,,,,1,2,1,3025,,,
16,155613,,48.1507,1,2022,266,21,4,1,1,1,41,2,10015,,2,2,5,1,,71,41,1,8,40,2,2,2,1,3,450,2,,40,,,,,,,,,,,,,,1,1,1,202,,,
8,66349,,52.9022,1,2022,99,27,8,3,3,1,21,1,24013,2,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,7,,,,2,,,,3,2,,,,,
15,151236,,85.0832,1,2022,87,5,9,2,2,2,41,2,0,,2,2,5,1,,92,1,1,6,42,2,2,2,6,,,2,,42,,,,,,,,,,,,,,1,2,1,6607,,,
11,101482,,193.3502,1,2022,540,4,6,5,3,2,11,1,10014,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
15,151045,,95.0433,1,2022,103,31,5,3,4,1,27,1,10018,,2,2,5,1,,92,1,1,6,36,2,2,2,6,,,2,,36,20,,,,,,,,,,,,,1,2,1,6604,,,
15,147110,,39.6333,1,2022,207,26,7,5,3,1,13,1,10018,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
15,152034,,89.0906,1,2022,286,31,5,4,3,2,8,1,0,2,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
13,112209,,352.8183,1,2022,664,97,4,3,3,2,21,1,60002,1,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,1,,,,,
5,36730,,242.7733,1,2022,285,93,5,4,3,2,24,1,60612,2,2,2,5,1,,41,82,1,8,48,2,2,2,1,4,462,2,,48,,,,,,,,,,,,,,1,2,1,1724,,,
9,82933,,36.9667,1,2022,26,1,8,4,3,2,18,1,24013,1,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,2,,,,,
13,115093,,93.2989,1,2022,234,11,1,1,1,1,54,2,24015,,2,2,5,1,,71,45,1,8,48,2,2,2,1,3,550,2,,48,,,,,,,,,,,,,,1,1,1,7402,,,
13,130162,,91.0319,1,2022,321,53,7,3,4,2,74,1,10015,,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,63,,,,1,,,96,3,1,,,2012,7,91
4,32644,,59.2414,1,2022,63,14,4,3,3,2,30,1,60412,,2,2,5,1,,33,69,1,8,48,2,2,2,1,4,500,2,,48,,,,,,,,,,,,,,1,1,1,5647,,,
12,106377,,145.2202,1,2022,70,107,7,1,1,1,50,2,0,,2,2,5,1,,83,49,1,6,24,2,2,2,3,,,2,,24,31,,,,,,,,,,,,,1,1,1,6306,,,
14,137673,,55.5381,1,2022,178,8,7,7,6,1,20,1,10018,2,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,61,,,,2,,,,3,1,,,,,
13,127952,,84.1924,1,2022,283,7,5,5,3,1,13,1,24011,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
7,65789,,19.5696,1,2022,106,25,3,2,2,2,59,2,10015,,2,2,5,1,,51,96,1,8,48,2,2,2,1,3,300,2,,48,,,,,,,,,,,,,,1,1,1,6106,,,
7,63231,,512.5533,1,2022,1694,93,2,2,2,2,58,2,10015,,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,7,,,,1,,,96,3,1,,,2013,1,53
7,56669,,164.4466,1,2022,870,105,3,1,1,1,58,2,10018,,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,4,,1,1,1,,,3,2,2,,,2022,1,62
11,95284,,129.0436,1,2022,280,2,11,3,3,2,32,2,24015,,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,7,,,,2,,,,3,2,,,,,
7,64047,,151.9341,1,2022,671,107,6,2,4,2,40,1,60612,,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,0,,1,1,2,,,,2,2,,,,,
3,25666,,32.8441,1,2022,178,34,1,1,1,2,21,2,60002,1,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,8,,,,1,,,96,3,2,,,2021,7,53
8,67045,,56.6738,1,2022,425,21,2,2,2,2,64,2,10014,,2,2,5,1,,96,84,1,2,10,2,2,2,2,4,50,1,1,12,20,,,,,,,,,,,,,1,2,1,2619,,,
3,26365,,34.6754,1,2022,23,28,1,1,1,1,42,2,60003,,2,2,5,1,,61,1,2,2,6,2,2,2,3,,,2,,6,20,,,,,,,,,,,,,1,2,1,7706,,,
13,116430,,131.8729,1,2022,629,20,4,1,1,1,42,2,60003,,2,2,5,1,,14,47,1,8,56,2,2,2,3,,,2,,56,11,,,,,,,,,,,,,1,1,2,7403,,,
10,87332,,67.8301,1,2022,7,27,9,4,3,1,23,1,35013,2,2,2,5,2,2,,,,,,,,,,,,,,,,1,2,3,1,,,1,1,1,,,41,2,1,,,2022,1,93
3,23289,,39.5412,1,2022,181,12,7,3,3,1,23,1,40716,2,1,2,5,2,2,,,,,,,,,,,,,,,,1,1,2,2,,,1,1,2,,,,2,1,,,,,
5,43109,,107.7598,1,2022,429,104,7,3,3,2,20,1,24011,1,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,2,,,,,
14,144608,,29.5986,1,2022,128,24,4,3,3,1,5,1,0,2,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
17,163562,,59.0534,1,2022,296,45,7,1,1,1,53,2,10018,,2,2,5,1,,92,1,2,8,56,1,2,2,1,6,,2,,56,11,,,,,,,,,,,,,1,1,1,5108,,,
9,82175,,57.0331,1,2022,462,14,7,4,3,2,12,1,10018,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,29674,,507.7042,1,2022,2752,97,4,3,3,1,24,1,34013,2,2,2,5,1,,91,84,2,8,40,2,2,2,2,3,417,2,,40,,,,,,,,,,,,,,1,1,1,2119,,,
15,148821,,94.6966,1,2022,26,36,9,4,3,1,24,1,60719,1,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,2,,,,,
6,45550,,119.0039,1,2022,206,18,1,1,1,1,37,2,60111,,2,2,5,1,,52,47,1,14,98,2,2,2,3,,,2,,98,11,,,,,,,,,,,,,1,1,3,412,,,
13,133805,,26.3171,1,2022,28,1,3,2,2,2,45,2,24015,,2,2,5,1,,52,47,1,8,32,2,2,2,1,3,537,2,,32,32,,,,,,,,,,,,,1,1,1,7606,,,
4,34069,,477.9614,1,2022,1085,95,6,6,6,2,6,1,2000,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
8,76244,,18.8559,1,2022,109,25,4,1,1,1,76,2,24013,,2,2,5,2,3,,,,,,,,,,,,,,,,2,,,,61,,,,1,,,1,3,2,,,2021,12,92
11,99069,,73.9618,1,2022,467,23,5,1,1,1,58,2,24015,,2,2,5,1,,54,84,2,8,40,2,2,2,2,7,,2,,40,,,,,,,,,,,,,,1,2,1,2506,,,
13,120892,,72.9897,1,2022,8,12,7,6,6,2,13,1,10018,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
10,83798,,309.8922,1,2022,773,94,4,3,6,1,20,1,35013,1,1,2,5,1,,93,47,2,1,6,2,2,2,6,,,2,,6,29,,,,,,,,,,,,,1,2,3,1309,,,
14,141461,,22.2554,1,2022,64,20,3,2,2,2,60,2,10013,,2,2,5,1,,61,1,1,6,36,2,2,2,3,,,2,,36,20,,,,,,,,,,,,,1,2,1,2708,,,
9,77559,,132.8107,1,2022,601,99,10,5,3,2,24,1,60111,1,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,2,,,,,
13,118497,,490.0166,1,2022,813,96,5,5,3,2,27,1,60111,,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,9,,,,2,,,,3,1,,,,,
8,71271,,138.9752,1,2022,149,25,8,7,5,1,29,2,24011,,2,2,5,1,,81,45,1,5,35,1,2,2,3,,,2,,35,20,,,,,,,,,,,,,1,2,1,4809,,,
5,38445,,98.4442,1,2022,338,30,7,2,3,2,20,1,24013,1,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,2,,,,,
2,9595,,346.6005,1,2022,395,108,5,4,5,2,34,2,60002,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
14,137267,,46.3019,1,2022,12,10,6,6,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,34891,,561.9768,1,2022,521,110,3,3,3,1,16,1,24013,1,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,1,,,,,
13,129046,,85.7898,1,2022,194,49,5,5,3,1,13,1,24011,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
17,163326,,59.581,1,2022,249,42,5,2,2,2,64,2,24015,,2,2,5,1,,52,47,2,8,40,2,2,2,3,,,2,,40,,,,,,,,,,,,,,1,2,3,5105,,,
15,147609,,40.2128,1,2022,228,11,8,6,3,1,11,1,10013,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
9,82551,,48.7778,1,2022,190,15,4,2,2,2,48,2,60913,,2,2,5,1,,22,86,1,8,40,2,2,2,2,4,800,2,,40,,,,,,,,,,,,,,1,2,1,8314,,,
13,114788,,90.167,1,2022,172,16,4,4,8,1,38,1,2000,,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,63,,,,2,,,,3,1,,,,,
17,166220,,156.4361,1,2022,145,56,5,5,6,2,6,1,2000,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,35532,,287.9837,1,2022,1815,108,4,2,3,1,59,2,60001,,2,2,5,1,,54,84,1,8,40,2,2,2,2,3,460,2,,40,,,,,,,,,,,,,,1,1,1,5814,,,
10,91337,,117.3906,1,2022,275,36,10,2,3,1,28,1,60001,,2,2,5,1,,31,41,2,8,48,1,2,2,1,5,,2,,48,,,,,,,,,,,,,,1,1,1,4305,,,
17,162329,,39.2122,1,2022,59,23,4,3,3,1,20,1,34013,2,2,2,5,1,,96,46,2,8,32,2,2,2,1,4,400,1,2,56,11,,,,,,,,,,,,,1,2,1,4001,,,
7,59835,,426.1797,1,2022,2513,100,4,1,1,1,52,2,24015,,2,2,5,1,,11,84,1,8,48,1,1,2,2,6,,2,,48,,,,,,,,,,,,,,1,2,1,2225,,,
11,100348,,81.1309,1,2022,376,105,4,1,1,2,67,2,10013,,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,61,,,,1,,,1,3,1,,,1975,12,92
12,108746,,121.3034,1,2022,128,108,5,5,3,1,5,1,1000,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
8,69502,,21.39,1,2022,36,15,2,1,1,1,68,2,60732,,2,2,5,1,,21,71,2,8,56,2,2,2,1,5,,2,,56,12,,,,,,,,,,,,,1,1,3,3747,,,
7,64406,,147.762,1,2022,416,95,3,1,1,1,65,2,0,,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,63,,,,1,,,1,3,2,,,2021,5,61
7,60276,,90.0766,1,2022,77,9,4,2,3,1,17,1,24015,1,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,1,,,,,
7,65448,,38.8799,1,2022,26,20,2,2,2,2,51,2,0,,2,2,5,1,,61,1,1,4,28,2,2,2,3,,,2,,28,30,,,,,,,,,,,,,1,2,1,6104,,,
6,47023,,116.1325,1,2022,220,17,7,5,3,2,12,1,24011,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,35220,,471.6009,1,2022,281,95,1,1,1,1,88,2,50914,,1,2,5,2,2,,,,,,,,,,,,,,,,2,,,,61,,,,2,,,,3,1,,,,,
7,64233,,193.8566,1,2022,284,106,1,1,1,2,77,2,10013,,2,2,5,1,,75,10,1,6,6,2,2,2,3,,,2,,6,39,,,,,,,,,,,,,1,2,1,4611,,,
4,28893,,858.3346,1,2022,1576,98,4,1,1,1,26,2,24015,,2,2,5,1,,82,27,2,8,48,2,2,2,1,3,373,2,,48,,,,,,,,,,,,,,1,1,1,2109,,,
8,70591,,98.458,1,2022,413,19,6,3,3,2,41,2,60413,,2,2,5,1,,41,84,1,8,40,2,2,2,2,4,632,2,,40,,,,,,,,,,,,,,1,2,1,4805,,,
6,52896,,99.963,1,2022,438,44,7,4,3,1,8,1,10011,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
10,85547,,18.3898,1,2022,29,21,5,5,3,1,15,1,24012,1,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,2,,,,,
13,125452,,85.4978,1,2022,410,23,6,3,4,2,39,1,10018,,2,2,5,2,3,,,,,,,,,,,,,,,,2,,,,7,,,,2,,,,3,1,,,,,
13,128312,,79.1533,1,2022,436,21,2,1,1,2,65,2,50415,,2,2,5,1,,14,47,1,8,48,2,2,2,3,,,2,,48,,,,,,,,,,,,,,1,1,1,7602,,,
8,70287,,318.7,1,2022,348,99,7,7,11,1,15,1,24013,1,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,2,,,,,
15,151354,,108.6762,1,2022,270,5,4,3,3,1,11,1,10015,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
12,105361,,145.2469,1,2022,181,30,4,3,3,2,6,1,10011,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12,110815,,68.34,1,2022,102,7,5,5,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12,105838,,55.7559,1,2022,398,25,2,1,1,2,56,2,60111,,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,9,,,,1,,,47,3,1,,,2019,99,52
11,102824,,43.3996,1,2022,12,11,4,2,2,2,51,2,60111,,2,2,5,1,,23,85,1,8,40,2,2,2,2,4,933,2,,40,,,,,,,,,,,,,,1,2,1,8604,,,
16,158576,,128.329,1,2022,325,37,4,2,2,2,64,2,24015,,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,7,,,,1,,,46,3,2,,,1980,10,52
7,65788,,23.5127,1,2022,106,25,6,6,6,1,19,1,60001,1,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,1,,,,,
10,86005,,60.2481,1,2022,188,16,3,3,3,1,10,1,10014,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
9,80820,,109.7734,1,2022,452,6,5,1,1,1,63,2,10013,,2,2,5,1,,83,49,1,8,48,2,2,2,3,,,2,,48,,,,,,,,,,,,,,1,1,1,7332,,,
11,95191,,215.655,1,2022,398,99,5,2,2,2,27,2,24012,,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,7,,,,1,,,96,3,2,,,2015,99,91
5,40066,,25.6279,1,2022,75,6,5,1,1,1,42,2,24015,,2,2,5,1,,93,41,2,8,52,1,2,2,1,3,350,2,,52,11,,,,,,,,,,,,,1,2,1,2001,,,
13,126881,,120.7557,1,2022,42,32,4,2,2,2,43,2,60001,,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,5,,2,2,1,,,82,3,1,,,2020,2,42
13,121534,,55.2635,1,2022,236,13,3,3,6,2,11,1,10015,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
8,72948,,143.9329,1,2022,323,94,11,7,5,1,31,2,24015,,2,2,5,1,,61,1,2,8,24,1,1,2,3,,,2,,24,20,,,,,,,,,,,,,1,2,1,6016,,,
10,90342,,121.4604,1,2022,535,6,5,1,1,2,30,2,24012,,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,7,,,,1,,,96,3,2,,,2017,9,91
15,153863,,45.8984,1,2022,93,6,4,4,6,2,12,1,10015,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
15,146631,,76.0544,1,2022,1,23,3,3,3,1,11,1,10013,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
13,117013,,163.0698,1,2022,493,12,4,4,3,1,6,1,2000,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
13,130450,,65.0807,1,2022,239,52,5,4,3,2,13,1,24011,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
10,91934,,124.5923,1,2022,107,25,3,3,3,1,13,1,24011,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
12,103464,,198.7081,1,2022,717,94,6,4,3,1,17,1,24015,1,2,2,5,2,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,1,,,,,
4,29051,,1077.8325,1,2022,2403,108,5,1,1,1,31,2,24015,,1,2,5,1,,82,29,2,8,40,2,2,2,1,3,373,2,,40,,,,,,,,,,,,,,1,1,1,2117,,,
